corridor_id,segment_id,region,length_km,sentinel2_ndvi_mean,sentinel2_ndmi_mean,cloud_filtered_pct,scenes_used,tiles_used,period_start,period_end,data_status,data_source,as_of_date
OK-TX-897,OK-TX-897-S001,Kelowna / Okanagan,0.394,0.2479,-0.4261,0.07,93,"T10UFA,T10UGA,T10UGV,T11ULQ,T11ULR,T11ULS,T11UMR",2026-01-08,2026-06-20,open_free_processed,Sentinel-2 L2A (local SAFE),2026-06-22
OK-TX-1265,OK-TX-1265-S001,Kelowna / Okanagan,0.379,0.2479,-0.4261,0.07,93,"T10UFA,T10UGA,T10UGV,T11ULQ,T11ULR,T11ULS,T11UMR",2026-01-08,2026-06-20,open_free_processed,Sentinel-2 L2A (local SAFE),2026-06-22
OK-TX-821,OK-TX-821-S001,Kelowna / Okanagan,4.496,0.2479,-0.4261,0.07,93,"T10UFA,T10UGA,T10UGV,T11ULQ,T11ULR,T11ULS,T11UMR",2026-01-08,2026-06-20,open_free_processed,Sentinel-2 L2A (local SAFE),2026-06-22
OK-TX-1114,OK-TX-1114-S001,Kelowna / Okanagan,2.172,0.2479,-0.4261,0.07,93,"T10UFA,T10UGA,T10UGV,T11ULQ,T11ULR,T11ULS,T11UMR",2026-01-08,2026-06-20,open_free_processed,Sentinel-2 L2A (local SAFE),2026-06-22
OK-TX-1015,OK-TX-1015-S001,Kelowna / Okanagan,2.361,0.2479,-0.4261,0.07,93,"T10UFA,T10UGA,T10UGV,T11ULQ,T11ULR,T11ULS,T11UMR",2026-01-08,2026-06-20,open_free_processed,Sentinel-2 L2A (local SAFE),2026-06-22
OK-TX-834,OK-TX-834-S001,Kelowna / Okanagan,0.059,0.2479,-0.4261,0.07,93,"T10UFA,T10UGA,T10UGV,T11ULQ,T11ULR,T11ULS,T11UMR",2026-01-08,2026-06-20,open_free_processed,Sentinel-2 L2A (local SAFE),2026-06-22
OK-TX-1449,OK-TX-1449-S001,Kelowna / Okanagan,2.113,0.2479,-0.4261,0.07,93,"T10UFA,T10UGA,T10UGV,T11ULQ,T11ULR,T11ULS,T11UMR",2026-01-08,2026-06-20,open_free_processed,Sentinel-2 L2A (local SAFE),2026-06-22
OK-TX-1348,OK-TX-1348-S001,Kelowna / Okanagan,0.638,0.2479,-0.4261,0.07,93,"T10UFA,T10UGA,T10UGV,T11ULQ,T11ULR,T11ULS,T11UMR",2026-01-08,2026-06-20,open_free_processed,Sentinel-2 L2A (local SAFE),2026-06-22
OK-TX-1184,OK-TX-1184-S001,Kelowna / Okanagan,0.856,0.2479,-0.4261,0.07,93,"T10UFA,T10UGA,T10UGV,T11ULQ,T11ULR,T11ULS,T11UMR",2026-01-08,2026-06-20,open_free_processed,Sentinel-2 L2A (local SAFE),2026-06-22
OK-TX-1347,OK-TX-1347-S001,Kelowna / Okanagan,0.708,0.2479,-0.4261,0.07,93,"T10UFA,T10UGA,T10UGV,T11ULQ,T11ULR,T11ULS,T11UMR",2026-01-08,2026-06-20,open_free_processed,Sentinel-2 L2A (local SAFE),2026-06-22
OK-TX-1338,OK-TX-1338-S001,Kelowna / Okanagan,1.07,0.2479,-0.4261,0.07,93,"T10UFA,T10UGA,T10UGV,T11ULQ,T11ULR,T11ULS,T11UMR",2026-01-08,2026-06-20,open_free_processed,Sentinel-2 L2A (local SAFE),2026-06-22
OK-TX-805,OK-TX-805-S001,Kelowna / Okanagan,0.491,0.2479,-0.4261,0.07,93,"T10UFA,T10UGA,T10UGV,T11ULQ,T11ULR,T11ULS,T11UMR",2026-01-08,2026-06-20,open_free_processed,Sentinel-2 L2A (local SAFE),2026-06-22
OK-TX-1343,OK-TX-1343-S001,Kelowna / Okanagan,1.138,0.2479,-0.4261,0.07,93,"T10UFA,T10UGA,T10UGV,T11ULQ,T11ULR,T11ULS,T11UMR",2026-01-08,2026-06-20,open_free_processed,Sentinel-2 L2A (local SAFE),2026-06-22
OK-TX-1339,OK-TX-1339-S001,Kelowna / Okanagan,0.075,0.2479,-0.4261,0.07,93,"T10UFA,T10UGA,T10UGV,T11ULQ,T11ULR,T11ULS,T11UMR",2026-01-08,2026-06-20,open_free_processed,Sentinel-2 L2A (local SAFE),2026-06-22
OK-TX-1333,OK-TX-1333-S001,Kelowna / Okanagan,0.173,0.2479,-0.4261,0.07,93,"T10UFA,T10UGA,T10UGV,T11ULQ,T11ULR,T11ULS,T11UMR",2026-01-08,2026-06-20,open_free_processed,Sentinel-2 L2A (local SAFE),2026-06-22
OK-TX-1331,OK-TX-1331-S001,Kelowna / Okanagan,1.867,0.2479,-0.4261,0.07,93,"T10UFA,T10UGA,T10UGV,T11ULQ,T11ULR,T11ULS,T11UMR",2026-01-08,2026-06-20,open_free_processed,Sentinel-2 L2A (local SAFE),2026-06-22
