eccc_wind_gust_max_kmh,weather_stress_score,worldcover_tree_pct,worldcover_shrub_grass_pct,sentinel2_ndvi_mean,sentinel2_ndmi_mean,vegetation_dryness_score,wildfire_exposure_score,distance_to_active_fire_km,planning_priority_score,tree_contact_exposure_proxy,outage_history_proxy_score
0.0,27.6,12.14,87.86,0.2479,-0.4261,100.0,6.5,61.76,41.14,51.31,15.936388888888889
0.0,27.6,21.61,78.39,0.2479,-0.4261,100.0,6.5,60.19,34.4,45.75,15.936388888888889
0.0,27.6,6.66,93.34,0.2479,-0.4261,100.0,6.5,59.71,34.37,42.5,15.936388888888889
0.0,27.6,40.47,59.53,0.2479,-0.4261,100.0,6.5,60.4,32.21,46.54,15.936388888888889
0.0,27.6,61.84,38.16,0.2479,-0.4261,100.0,6.5,62.27,42.41,61.75,15.936388888888889
0.0,27.6,2.43,97.57,0.2479,-0.4261,100.0,6.5,63.56,25.03,32.78,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,64.77,33.55,49.03,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,66.3,44.96,60.31,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,68.16,35.08,49.86,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,70.32,33.59,47.83,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,72.04,31.07,46.35,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,71.49,35.43,51.23,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,70.93,44.03,59.85,15.936388888888889
0.0,27.6,27.79,61.53,0.2479,-0.4261,100.0,6.5,52.32,28.97,41.04,15.936388888888889
0.0,27.6,27.37,55.47,0.2479,-0.4261,100.0,6.5,56.24,40.83,52.64,15.936388888888889
0.0,27.6,38.54,44.92,0.2479,-0.4261,100.0,6.5,59.88,46.31,62.16,15.936388888888889
0.0,27.6,4.21,29.61,0.2479,-0.4261,100.0,6.5,61.63,27.48,36.45,15.936388888888889
0.0,27.6,20.99,64.98,0.2479,-0.4261,100.0,6.5,64.69,37.72,48.79,15.936388888888889
0.0,27.6,18.36,63.72,0.2479,-0.4261,100.0,6.5,68.0,33.26,44.91,15.936388888888889
0.0,27.6,42.49,37.84,0.2479,-0.4261,100.0,6.5,67.94,30.69,45.54,15.936388888888889
0.0,27.6,40.22,58.21,0.2479,-0.4261,100.0,6.5,66.57,41.41,57.09,15.936388888888889
0.0,27.6,11.76,80.18,0.2479,-0.4261,100.0,6.5,69.37,41.51,51.83,15.936388888888889
0.0,27.6,45.9,46.22,0.2479,-0.4261,100.0,6.5,72.46,40.17,55.47,15.936388888888889
0.0,27.6,19.38,80.62,0.2479,-0.4261,100.0,6.5,71.46,38.76,50.57,15.936388888888889
0.0,27.6,1.31,86.24,0.2479,-0.4261,100.0,6.5,70.73,35.26,43.11,15.936388888888889
0.0,27.6,36.44,59.48,0.2479,-0.4261,100.0,6.5,72.29,40.29,55.6,15.936388888888889
0.0,27.6,72.85,23.18,0.2479,-0.4261,100.0,6.5,76.3,49.45,72.24,15.936388888888889
0.0,27.6,47.33,52.67,0.2479,-0.4261,100.0,6.5,80.81,39.91,57.75,15.936388888888889
0.0,27.6,33.23,63.75,0.2479,-0.4261,100.0,6.5,85.46,35.23,50.13,15.936388888888889
0.0,27.6,64.93,30.9,0.2479,-0.4261,100.0,6.5,90.07,48.83,69.87,15.936388888888889
0.0,27.6,35.28,54.99,0.2479,-0.4261,100.0,6.5,93.47,40.18,55.5,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,96.49,33.92,48.86,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,98.88,32.43,47.14,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,101.78,33.04,48.46,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,104.71,45.5,61.11,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,106.36,44.57,59.72,15.936388888888889
0.0,27.6,52.15,29.55,0.2479,-0.4261,100.0,6.5,73.5,43.13,59.83,15.936388888888889
0.0,27.6,62.89,34.88,0.2479,-0.4261,100.0,6.5,76.9,46.56,65.49,15.936388888888889
0.0,27.6,0.0,0.0,0.2479,-0.4261,100.0,6.5,71.36,31.66,39.84,15.936388888888889
0.0,27.6,49.84,48.26,0.2479,-0.4261,100.0,6.5,87.92,39.54,57.5,15.936388888888889
0.0,27.6,31.97,56.05,0.2479,-0.4261,100.0,6.5,85.06,40.36,54.55,15.936388888888889
0.0,27.6,30.68,31.33,0.2479,-0.4261,100.0,6.5,81.33,39.45,53.34,15.936388888888889
0.0,27.6,28.53,71.47,0.2479,-0.4261,100.0,6.5,80.51,29.97,42.62,15.936388888888889
0.0,27.6,18.41,81.59,0.2479,-0.4261,100.0,6.5,84.63,41.3,52.28,15.936388888888889
0.0,27.6,22.76,54.87,0.2479,-0.4261,100.0,6.5,89.08,39.92,52.71,15.936388888888889
0.0,27.6,32.47,67.53,0.2479,-0.4261,100.0,6.5,92.69,34.13,48.08,15.936388888888889
0.0,27.6,68.61,28.7,0.2479,-0.4261,100.0,6.5,94.42,49.18,70.09,15.936388888888889
0.0,27.6,59.11,40.79,0.2479,-0.4261,100.0,16.25,40.85,47.23,65.32,15.936388888888889
0.0,27.6,45.83,53.43,0.2479,-0.4261,100.0,16.25,43.93,45.87,59.44,15.936388888888889
0.0,27.6,68.63,31.06,0.2479,-0.4261,100.0,16.25,40.84,53.7,73.85,15.936388888888889
0.0,27.6,47.48,52.04,0.2479,-0.4261,100.0,16.25,43.95,43.2,56.87,15.936388888888889
0.0,27.6,3.53,65.98,0.2479,-0.4261,100.0,16.25,48.58,34.15,40.95,15.936388888888889
0.0,27.6,36.54,56.81,0.2479,-0.4261,100.0,16.25,46.05,35.89,47.54,15.936388888888889
0.0,27.6,10.74,78.15,0.2479,-0.4261,100.0,16.25,47.57,39.5,45.76,15.936388888888889
0.0,27.6,15.04,84.96,0.2479,-0.4261,100.0,16.25,45.39,39.85,46.79,15.936388888888889
0.0,27.6,21.48,14.77,0.2479,-0.4261,100.0,16.25,49.75,36.84,45.54,15.936388888888889
0.0,27.6,25.0,56.25,0.2479,-0.4261,100.0,6.5,50.16,34.99,46.4,15.936388888888889
0.0,27.6,0.0,73.33,0.2479,-0.4261,100.0,6.5,50.17,32.63,39.31,15.936388888888889
0.0,27.6,18.66,56.83,0.2479,-0.4261,100.0,6.5,52.09,39.53,49.66,15.936388888888889
0.0,27.6,18.6,79.31,0.2479,-0.4261,100.0,16.25,49.84,37.19,46.97,15.936388888888889
0.0,27.6,31.58,53.68,0.2479,-0.4261,100.0,16.25,49.96,33.04,44.45,15.936388888888889
0.0,27.6,6.77,39.96,0.2479,-0.4261,100.0,6.5,55.7,34.01,42.39,15.936388888888889
0.0,27.6,22.59,46.25,0.2479,-0.4261,100.0,6.5,52.72,34.81,45.54,15.936388888888889
0.0,27.6,15.93,80.19,0.2479,-0.4261,100.0,6.5,50.04,32.3,42.67,15.936388888888889
0.0,27.6,4.63,92.17,0.2479,-0.4261,100.0,16.25,49.89,36.66,42.97,15.936388888888889
0.0,27.6,10.81,37.84,0.2479,-0.4261,100.0,6.5,50.02,31.58,40.46,15.936388888888889
0.0,27.6,50.63,25.32,0.2479,-0.4261,100.0,6.5,50.11,38.83,56.74,15.936388888888889
0.0,27.6,56.76,37.84,0.2479,-0.4261,100.0,6.5,50.09,40.31,59.78,15.936388888888889
0.0,27.6,21.09,78.91,0.2479,-0.4261,100.0,6.5,50.39,29.78,41.16,15.936388888888889
0.0,27.6,24.5,62.1,0.2479,-0.4261,100.0,6.5,88.07,38.38,50.6,15.936388888888889
0.0,27.6,10.35,71.72,0.2479,-0.4261,100.0,6.5,84.36,30.62,40.43,15.936388888888889
0.0,27.6,32.89,67.11,0.2479,-0.4261,100.0,6.5,80.04,36.53,50.58,15.936388888888889
0.0,27.6,28.38,71.62,0.2479,-0.4261,100.0,6.5,76.44,30.55,43.69,15.936388888888889
0.0,27.6,49.31,50.69,0.2479,-0.4261,100.0,6.5,73.01,37.26,54.74,15.936388888888889
0.0,27.6,11.47,88.53,0.2479,-0.4261,100.0,6.5,68.32,40.29,49.96,15.936388888888889
0.0,27.6,13.05,86.95,0.2479,-0.4261,100.0,6.5,63.42,32.15,41.38,15.936388888888889
0.0,27.6,26.24,73.35,0.2479,-0.4261,100.0,6.5,58.57,38.24,51.11,15.936388888888889
0.0,27.6,19.81,80.09,0.2479,-0.4261,100.0,6.5,54.65,32.42,42.35,15.936388888888889
0.0,27.6,54.81,45.19,0.2479,-0.4261,100.0,6.5,51.75,45.05,62.18,15.936388888888889
0.0,27.6,19.23,67.14,0.2479,-0.4261,100.0,6.5,88.1,39.03,50.02,15.936388888888889
0.0,27.6,7.92,73.11,0.2479,-0.4261,100.0,6.5,84.41,39.93,49.01,15.936388888888889
0.0,27.6,29.75,70.25,0.2479,-0.4261,100.0,6.5,80.09,36.82,49.81,15.936388888888889
0.0,27.6,23.19,76.81,0.2479,-0.4261,100.0,6.5,76.48,28.5,39.37,15.936388888888889
0.0,27.6,59.22,40.78,0.2479,-0.4261,100.0,6.5,73.06,34.84,53.52,15.936388888888889
0.0,27.6,18.16,81.84,0.2479,-0.4261,100.0,6.5,68.38,25.77,35.73,15.936388888888889
0.0,27.6,5.43,94.57,0.2479,-0.4261,100.0,6.5,63.49,34.32,42.37,15.936388888888889
0.0,27.6,25.39,74.1,0.2479,-0.4261,100.0,6.5,58.63,41.41,53.27,15.936388888888889
0.0,27.6,27.56,72.44,0.2479,-0.4261,100.0,6.5,54.69,41.84,55.01,15.936388888888889
0.0,27.6,40.99,59.01,0.2479,-0.4261,100.0,6.5,51.75,41.71,56.49,15.936388888888889
0.0,27.6,24.32,54.05,0.2479,-0.4261,100.0,6.5,53.5,30.88,43.6,15.936388888888889
0.0,27.6,7.92,37.26,0.2479,-0.4261,100.0,6.5,55.7,30.81,38.97,15.936388888888889
0.0,27.6,16.39,36.07,0.2479,-0.4261,100.0,6.5,53.99,33.52,42.98,15.936388888888889
0.0,27.6,44.52,36.3,0.2479,-0.4261,100.0,6.5,58.92,47.2,64.2,15.936388888888889
0.0,27.6,8.9,32.44,0.2479,-0.4261,100.0,6.5,63.49,35.34,43.89,15.936388888888889
0.0,27.6,29.99,64.82,0.2479,-0.4261,100.0,6.5,67.43,44.48,58.62,15.936388888888889
0.0,27.6,48.11,49.42,0.2479,-0.4261,100.0,6.5,70.76,37.35,53.6,15.936388888888889
0.0,27.6,0.0,83.33,0.2479,-0.4261,100.0,6.5,56.61,34.17,42.24,15.936388888888889
0.0,27.6,52.18,47.11,0.2479,-0.4261,100.0,6.5,98.35,37.42,53.96,15.936388888888889
0.0,27.6,37.94,57.94,0.2479,-0.4261,100.0,6.5,95.24,33.13,48.78,15.936388888888889
0.0,27.6,45.4,53.39,0.2479,-0.4261,100.0,6.5,91.57,43.22,58.33,15.936388888888889
0.0,27.6,57.39,36.96,0.2479,-0.4261,100.0,6.5,88.15,34.61,52.56,15.936388888888889
0.0,27.6,65.8,32.58,0.2479,-0.4261,100.0,6.5,86.19,45.85,66.01,15.936388888888889
0.0,27.6,68.81,31.19,0.2479,-0.4261,100.0,6.5,83.44,34.79,55.1,15.936388888888889
0.0,27.6,34.63,64.48,0.2479,-0.4261,100.0,6.5,79.84,42.19,55.52,15.936388888888889
0.0,27.6,72.74,25.38,0.2479,-0.4261,100.0,6.5,79.86,47.98,68.68,15.936388888888889
0.0,27.6,78.92,18.11,0.2479,-0.4261,100.0,6.5,81.23,38.76,62.44,15.936388888888889
0.0,27.6,76.16,23.3,0.2479,-0.4261,100.0,6.5,80.57,50.35,72.63,15.936388888888889
0.0,27.6,29.17,70.09,0.2479,-0.4261,100.0,6.5,79.78,40.38,54.35,15.936388888888889
0.0,27.6,41.47,37.07,0.2479,-0.4261,100.0,6.5,77.75,38.64,53.81,15.936388888888889
0.0,27.6,44.78,47.47,0.2479,-0.4261,100.0,6.5,74.29,37.47,54.42,15.936388888888889
0.0,27.6,82.3,12.33,0.2479,-0.4261,100.0,6.5,71.59,45.1,68.22,15.936388888888889
0.0,27.6,34.69,48.03,0.2479,-0.4261,100.0,6.5,67.76,34.15,48.05,15.936388888888889
0.0,27.6,25.73,45.53,0.2479,-0.4261,100.0,6.5,63.67,36.68,49.03,15.936388888888889
0.0,27.6,18.5,17.35,0.2479,-0.4261,100.0,6.5,59.33,30.15,40.89,15.936388888888889
0.0,27.6,3.5,33.57,0.2479,-0.4261,100.0,6.5,56.91,23.25,30.33,15.936388888888889
0.0,27.6,73.68,24.79,0.2479,-0.4261,100.0,6.5,98.35,47.84,69.09,15.936388888888889
0.0,27.6,37.57,60.48,0.2479,-0.4261,100.0,6.5,95.25,44.21,58.9,15.936388888888889
0.0,27.6,25.99,71.79,0.2479,-0.4261,100.0,6.5,91.59,31.89,43.96,15.936388888888889
0.0,27.6,47.45,48.65,0.2479,-0.4261,100.0,6.5,88.15,31.0,46.6,15.936388888888889
0.0,27.6,76.68,21.26,0.2479,-0.4261,100.0,6.5,86.19,45.71,69.27,15.936388888888889
0.0,27.6,75.36,24.2,0.2479,-0.4261,100.0,6.5,83.46,40.29,63.59,15.936388888888889
0.0,27.6,31.29,68.04,0.2479,-0.4261,100.0,6.5,79.84,36.19,50.62,15.936388888888889
0.0,27.6,75.95,21.78,0.2479,-0.4261,100.0,6.5,79.84,40.6,62.67,15.936388888888889
0.0,27.6,80.22,16.8,0.2479,-0.4261,100.0,6.5,81.22,48.75,72.24,15.936388888888889
0.0,27.6,74.33,25.46,0.2479,-0.4261,100.0,6.5,80.56,48.7,70.15,15.936388888888889
0.0,27.6,39.24,60.02,0.2479,-0.4261,100.0,6.5,79.78,37.56,52.14,15.936388888888889
0.0,27.6,43.53,35.64,0.2479,-0.4261,100.0,6.5,77.76,44.36,60.65,15.936388888888889
0.0,27.6,45.81,46.13,0.2479,-0.4261,100.0,6.5,74.3,43.59,58.94,15.936388888888889
0.0,27.6,81.39,11.44,0.2479,-0.4261,100.0,6.5,71.59,36.61,59.24,15.936388888888889
0.0,27.6,28.94,53.19,0.2479,-0.4261,100.0,6.5,67.77,31.34,44.82,15.936388888888889
0.0,27.6,26.94,45.79,0.2479,-0.4261,100.0,6.5,63.68,39.9,52.75,15.936388888888889
0.0,27.6,17.41,18.67,0.2479,-0.4261,100.0,6.5,59.34,33.93,44.96,15.936388888888889
0.0,27.6,8.28,40.0,0.2479,-0.4261,100.0,6.5,56.92,37.93,47.51,15.936388888888889
0.0,27.6,0.0,100.0,0.2479,-0.4261,100.0,6.5,56.62,39.47,47.39,15.936388888888889
0.0,27.6,100.0,0.0,0.2479,-0.4261,100.0,6.5,58.15,36.57,58.77,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,16.25,41.57,45.18,58.55,15.936388888888889
0.0,27.6,89.74,0.0,0.2479,-0.4261,100.0,34.5,12.25,57.65,75.62,15.936388888888889
0.0,27.6,98.86,0.0,0.2479,-0.4261,100.0,34.5,12.0,45.08,62.2,15.936388888888889
0.0,27.6,100.0,0.0,0.2479,-0.4261,100.0,34.5,11.7,49.3,66.85,15.936388888888889
0.0,27.6,100.0,0.0,0.2479,-0.4261,100.0,34.5,11.44,50.09,66.69,15.936388888888889
0.0,27.6,91.76,8.24,0.2479,-0.4261,100.0,34.5,10.48,45.25,62.23,15.936388888888889
0.0,27.6,64.71,35.29,0.2479,-0.4261,100.0,47.5,9.99,53.6,65.63,15.936388888888889
0.0,27.6,12.39,6.19,0.2479,-0.4261,100.0,16.25,29.37,30.12,38.03,15.936388888888889
0.0,27.6,13.77,23.9,0.2479,-0.4261,100.0,16.25,30.63,35.43,42.1,15.936388888888889
0.0,27.6,0.0,0.0,0.2479,-0.4261,100.0,16.25,32.12,30.87,35.41,15.936388888888889
0.0,27.6,0.0,0.0,0.2479,-0.4261,100.0,16.25,32.15,27.41,31.37,15.936388888888889
0.0,27.6,22.21,13.69,0.2479,-0.4261,100.0,57.25,3.17,45.05,47.4,15.936388888888889
0.0,27.6,20.47,16.41,0.2479,-0.4261,100.0,57.25,4.95,40.25,40.42,15.936388888888889
0.0,27.6,57.58,42.42,0.2479,-0.4261,100.0,16.25,23.17,47.21,63.65,15.936388888888889
0.0,27.6,76.54,23.46,0.2479,-0.4261,100.0,16.25,22.76,44.29,65.87,15.936388888888889
0.0,27.6,59.85,39.42,0.2479,-0.4261,100.0,16.25,21.99,42.22,59.24,15.936388888888889
0.0,27.6,82.35,17.65,0.2479,-0.4261,100.0,16.25,21.39,41.03,61.9,15.936388888888889
0.0,27.6,91.86,8.14,0.2479,-0.4261,100.0,16.25,21.15,44.18,66.74,15.936388888888889
0.0,27.6,100.0,0.0,0.2479,-0.4261,100.0,16.25,20.7,44.27,65.72,15.936388888888889
0.0,27.6,92.54,7.46,0.2479,-0.4261,100.0,16.25,20.15,50.33,70.85,15.936388888888889
0.0,27.6,70.66,12.57,0.2479,-0.4261,100.0,57.25,4.94,51.66,63.41,15.936388888888889
0.0,27.6,75.68,24.32,0.2479,-0.4261,100.0,34.5,19.88,45.9,62.82,15.936388888888889
0.0,27.6,17.34,82.66,0.2479,-0.4261,100.0,6.5,58.67,38.48,49.19,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,57.37,44.74,60.4,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,55.85,35.21,49.32,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,56.2,30.27,44.72,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,56.33,34.66,50.8,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,58.99,29.19,43.11,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,70.88,29.57,43.78,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,71.78,37.96,53.66,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,72.81,41.24,55.56,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,74.08,40.51,56.66,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,75.45,35.01,48.92,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,77.18,43.76,58.51,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,80.45,39.88,54.66,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,84.54,46.64,62.82,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,88.85,34.69,48.86,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,93.48,45.07,61.41,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,97.89,45.88,61.69,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,102.52,38.67,54.72,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,105.4,33.41,47.88,15.936388888888889
0.0,27.6,0.0,100.0,0.2479,-0.4261,100.0,6.5,77.48,28.81,36.6,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,254.86,32.74,46.88,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,250.87,38.18,52.95,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,246.65,46.91,63.23,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,241.83,37.27,53.67,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,236.96,44.12,60.4,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,232.13,44.06,58.95,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,227.34,31.83,46.24,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,222.73,44.23,60.04,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,218.59,38.26,52.55,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,214.64,33.68,49.95,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,210.4,40.37,54.78,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,206.32,42.45,56.54,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,203.12,43.23,57.71,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,200.22,37.14,51.8,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,196.79,41.65,55.97,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,192.59,36.26,52.57,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,188.42,42.96,58.86,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,184.8,44.38,60.48,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,181.17,35.82,50.97,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,177.83,30.86,45.41,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,175.91,35.4,50.23,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,173.48,36.58,50.87,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,169.1,45.06,61.09,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,164.25,32.17,46.74,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,159.5,42.17,58.09,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,155.23,40.32,56.05,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,151.97,43.54,58.17,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,148.48,34.27,48.23,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,144.64,44.03,58.91,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,141.49,46.82,63.09,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,138.16,35.88,50.75,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,134.46,46.46,62.77,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,131.14,39.96,54.16,15.936388888888889
0.0,27.6,82.72,17.28,0.2479,-0.4261,100.0,6.5,127.21,50.42,73.18,15.936388888888889
0.0,27.6,92.84,7.16,0.2479,-0.4261,100.0,6.5,122.91,46.43,70.53,15.936388888888889
0.0,27.6,13.51,86.28,0.2479,-0.4261,100.0,6.5,120.62,34.79,45.59,15.936388888888889
0.0,27.6,80.46,17.44,0.2479,-0.4261,100.0,6.5,119.37,46.59,70.66,15.936388888888889
0.0,27.6,4.67,95.33,0.2479,-0.4261,100.0,6.5,117.22,36.12,42.9,15.936388888888889
0.0,27.6,82.05,17.55,0.2479,-0.4261,100.0,6.5,114.43,45.0,68.39,15.936388888888889
0.0,27.6,86.48,13.52,0.2479,-0.4261,100.0,6.5,110.83,47.75,70.33,15.936388888888889
0.0,27.6,32.11,67.89,0.2479,-0.4261,100.0,6.5,106.45,34.84,48.06,15.936388888888889
0.0,27.6,83.59,16.41,0.2479,-0.4261,100.0,6.5,101.93,50.48,73.58,15.936388888888889
0.0,27.6,29.27,70.73,0.2479,-0.4261,100.0,6.5,98.29,44.52,58.39,15.936388888888889
0.0,27.6,2.53,97.27,0.2479,-0.4261,100.0,6.5,95.9,25.09,31.52,15.936388888888889
0.0,27.6,40.76,48.48,0.2479,-0.4261,100.0,6.5,92.68,36.55,52.36,15.936388888888889
0.0,27.6,22.3,77.39,0.2479,-0.4261,100.0,6.5,89.28,39.07,50.45,15.936388888888889
0.0,27.6,0.0,99.25,0.2479,-0.4261,100.0,6.5,86.91,24.22,30.75,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,84.87,32.8,47.59,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,83.21,42.39,56.45,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,81.47,39.47,55.51,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,79.39,36.84,51.98,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,77.37,32.36,47.76,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,75.64,42.22,57.44,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,74.21,46.49,62.61,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,73.02,36.21,52.29,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,72.05,32.57,48.29,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,71.19,36.4,52.05,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,70.88,36.41,51.75,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,254.88,40.08,54.96,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,250.9,43.71,58.53,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,246.69,41.91,57.29,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,241.86,35.88,51.27,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,237.0,37.46,53.33,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,232.17,38.31,53.25,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,227.38,34.05,49.66,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,222.77,46.91,63.23,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,218.62,41.25,56.61,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,214.68,43.05,58.28,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,210.44,37.42,53.27,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,206.35,31.52,46.5,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,203.13,33.01,48.01,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,200.23,36.7,51.36,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,196.82,34.68,49.47,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,192.62,40.08,54.86,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,188.46,43.63,59.25,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,184.84,31.48,45.93,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,181.21,36.22,51.26,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,177.88,42.22,57.56,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,175.96,38.33,53.18,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,173.51,45.29,60.8,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,169.13,44.52,59.65,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,164.29,39.65,54.22,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,159.53,40.78,54.98,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,155.27,42.48,56.59,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,152.01,34.57,49.72,15.936388888888889
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,148.52,44.49,59.6,15.936388888888889
