aoi_id,aoi_name,period_start,period_end,eccc_temperature_mean_c,eccc_temperature_max_c,eccc_temperature_min_c,eccc_precip_total_mm,eccc_wind_speed_mean_kmh,eccc_wind_gust_max_kmh,wind_gust_stress_score,precipitation_stress_score,temperature_stress_score,short_term_dryness_proxy_score,eccc_weather_stress_score,data_source,data_status,as_of_date,notes
SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-05-29T18:24:00Z,2026-05-29T19:23:00Z,14.2,15.2,13.1,0.0,16.57,16.9,16.9,0.0,16.8,75.0,21.37,ECCC/MSC GeoMet,open_free_processed,2026-05-29,"ECCC atmospheric weather stress proxy from air temperature, wind gust, and precipitation. Not land surface temperature (LST) or soil water content (SWC). Live MSC GeoMet pilot fetch: Lower Mainland pilot (49.19°N, -122.85°W) — preferred last 12h — swob station: WHITE ROCK — hourly station: PITT MEADOWS"
