corridor_id,segment_id,region,centroid_lat,centroid_lon,fwi_value,fwi_risk_band,data_status,data_source,as_of_date
OK-TX-358,OK-TX-358-S001,Kelowna / Okanagan,49.968863,-119.442984,28.53,extreme,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-699,OK-TX-699-S001,Kelowna / Okanagan,49.982094,-119.363863,27.82,extreme,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-952,OK-TX-952-S001,Kelowna / Okanagan,49.98079,-119.362354,27.82,extreme,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-576,OK-TX-576-S001,Kelowna / Okanagan,49.971964,-119.386119,27.26,extreme,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-350,OK-TX-350-S001,Kelowna / Okanagan,49.679235,-119.559907,19.3,high,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-289,OK-TX-289-S001,Kelowna / Okanagan,49.684101,-119.547296,19.31,high,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-1293,OK-TX-1293-S001,Kelowna / Okanagan,49.715051,-119.543524,18.43,high,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-1293,OK-TX-1293-S002,Kelowna / Okanagan,49.68788,-119.560223,19.31,high,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-1292,OK-TX-1292-S001,Kelowna / Okanagan,49.778022,-119.503272,25.55,extreme,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-1292,OK-TX-1292-S002,Kelowna / Okanagan,49.744355,-119.517226,17.14,high,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-1137,OK-TX-1137-S001,Kelowna / Okanagan,49.797698,-119.499325,27.81,extreme,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-1201,OK-TX-1201-S001,Kelowna / Okanagan,49.805849,-119.472353,27.46,extreme,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-740,OK-TX-740-S001,Kelowna / Okanagan,49.81176,-119.446853,26.69,extreme,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-752,OK-TX-752-S001,Kelowna / Okanagan,49.812175,-119.446893,26.69,extreme,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-1215,OK-TX-1215-S001,Kelowna / Okanagan,49.832004,-119.370291,25.76,extreme,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-1215,OK-TX-1215-S002,Kelowna / Okanagan,49.817619,-119.423058,26.49,extreme,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-781,OK-TX-781-S001,Kelowna / Okanagan,49.81777,-119.423275,26.49,extreme,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-739,OK-TX-739-S001,Kelowna / Okanagan,49.826349,-119.448651,27.98,extreme,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-738,OK-TX-738-S001,Kelowna / Okanagan,49.83837,-119.454171,27.98,extreme,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-736,OK-TX-736-S001,Kelowna / Okanagan,49.838511,-119.454249,28.12,extreme,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-703,OK-TX-703-S001,Kelowna / Okanagan,49.842447,-119.460837,28.18,extreme,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
OK-TX-1418,OK-TX-1418-S001,Kelowna / Okanagan,49.851452,-119.477758,28.3,extreme,cwfis_live,"CWFIS Fire Weather Index (NRCan open data — illustrative context, not operational)",2026-06-22
