aoi_id,layer,data_status,data_source,as_of_date,instructions,worldcover_tree_pct,worldcover_shrub_grass_pct,worldcover_built_pct,worldcover_bare_pct
SURREY-TX-BUF-200M,worldcover_2021,open_free_processed,open_free_v1,2026-05-29,,32.93,30.66,31.46,0.81
