eccc_wind_gust_max_kmh,weather_stress_score,worldcover_tree_pct,worldcover_shrub_grass_pct,sentinel2_ndvi_mean,sentinel2_ndmi_mean,vegetation_dryness_score,wildfire_exposure_score,distance_to_active_fire_km
0.0,27.6,78.92,18.11,0.2479,-0.4261,100.0,6.5,81.23
0.0,27.6,76.16,23.3,0.2479,-0.4261,100.0,6.5,80.57
0.0,27.6,29.17,70.09,0.2479,-0.4261,100.0,6.5,79.78
0.0,27.6,41.47,37.07,0.2479,-0.4261,100.0,6.5,77.75
0.0,27.6,44.78,47.47,0.2479,-0.4261,100.0,6.5,74.29
0.0,27.6,82.3,12.33,0.2479,-0.4261,100.0,6.5,71.59
0.0,27.6,34.69,48.03,0.2479,-0.4261,100.0,6.5,67.76
0.0,27.6,25.73,45.53,0.2479,-0.4261,100.0,6.5,63.67
0.0,27.6,18.5,17.35,0.2479,-0.4261,100.0,6.5,59.33
0.0,27.6,3.5,33.57,0.2479,-0.4261,100.0,6.5,56.91
0.0,27.6,73.68,24.79,0.2479,-0.4261,100.0,6.5,98.35
0.0,27.6,37.57,60.48,0.2479,-0.4261,100.0,6.5,95.25
0.0,27.6,25.99,71.79,0.2479,-0.4261,100.0,6.5,91.59
0.0,27.6,47.45,48.65,0.2479,-0.4261,100.0,6.5,88.15
0.0,27.6,76.68,21.26,0.2479,-0.4261,100.0,6.5,86.19
0.0,27.6,75.36,24.2,0.2479,-0.4261,100.0,6.5,83.46
0.0,27.6,31.29,68.04,0.2479,-0.4261,100.0,6.5,79.84
0.0,27.6,75.95,21.78,0.2479,-0.4261,100.0,6.5,79.84
0.0,27.6,80.22,16.8,0.2479,-0.4261,100.0,6.5,81.22
0.0,27.6,74.33,25.46,0.2479,-0.4261,100.0,6.5,80.56
0.0,27.6,39.24,60.02,0.2479,-0.4261,100.0,6.5,79.78
0.0,27.6,43.53,35.64,0.2479,-0.4261,100.0,6.5,77.76
0.0,27.6,45.81,46.13,0.2479,-0.4261,100.0,6.5,74.3
0.0,27.6,81.39,11.44,0.2479,-0.4261,100.0,6.5,71.59
0.0,27.6,28.94,53.19,0.2479,-0.4261,100.0,6.5,67.77
0.0,27.6,26.94,45.79,0.2479,-0.4261,100.0,6.5,63.68
0.0,27.6,17.41,18.67,0.2479,-0.4261,100.0,6.5,59.34
0.0,27.6,8.28,40.0,0.2479,-0.4261,100.0,6.5,56.92
0.0,27.6,0.0,100.0,0.2479,-0.4261,100.0,6.5,56.62
0.0,27.6,100.0,0.0,0.2479,-0.4261,100.0,6.5,58.15
0.0,27.6,,,0.2479,-0.4261,100.0,16.25,41.57
0.0,27.6,89.74,0.0,0.2479,-0.4261,100.0,34.5,12.25
0.0,27.6,98.86,0.0,0.2479,-0.4261,100.0,34.5,12.0
0.0,27.6,100.0,0.0,0.2479,-0.4261,100.0,34.5,11.7
0.0,27.6,100.0,0.0,0.2479,-0.4261,100.0,34.5,11.44
0.0,27.6,91.76,8.24,0.2479,-0.4261,100.0,34.5,10.48
0.0,27.6,64.71,35.29,0.2479,-0.4261,100.0,47.5,9.99
0.0,27.6,12.39,6.19,0.2479,-0.4261,100.0,16.25,29.37
0.0,27.6,13.77,23.9,0.2479,-0.4261,100.0,16.25,30.63
0.0,27.6,0.0,0.0,0.2479,-0.4261,100.0,16.25,32.12
0.0,27.6,0.0,0.0,0.2479,-0.4261,100.0,16.25,32.15
0.0,27.6,22.21,13.69,0.2479,-0.4261,100.0,57.25,3.17
0.0,27.6,20.47,16.41,0.2479,-0.4261,100.0,57.25,4.95
0.0,27.6,57.58,42.42,0.2479,-0.4261,100.0,16.25,23.17
0.0,27.6,76.54,23.46,0.2479,-0.4261,100.0,16.25,22.76
0.0,27.6,59.85,39.42,0.2479,-0.4261,100.0,16.25,21.99
0.0,27.6,82.35,17.65,0.2479,-0.4261,100.0,16.25,21.39
0.0,27.6,91.86,8.14,0.2479,-0.4261,100.0,16.25,21.15
0.0,27.6,100.0,0.0,0.2479,-0.4261,100.0,16.25,20.7
0.0,27.6,92.54,7.46,0.2479,-0.4261,100.0,16.25,20.15
0.0,27.6,70.66,12.57,0.2479,-0.4261,100.0,57.25,4.94
0.0,27.6,75.68,24.32,0.2479,-0.4261,100.0,34.5,19.88
0.0,27.6,17.34,82.66,0.2479,-0.4261,100.0,6.5,58.67
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,57.37
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,55.85
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,56.2
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,56.33
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,58.99
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,70.88
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,71.78
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,72.81
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,74.08
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,75.45
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,77.18
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,80.45
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,84.54
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,88.85
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,93.48
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,97.89
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,102.52
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,105.4
0.0,27.6,0.0,100.0,0.2479,-0.4261,100.0,6.5,77.48
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,254.86
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,250.87
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,246.65
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,241.83
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,236.96
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,232.13
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,227.34
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,222.73
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,218.59
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,214.64
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,210.4
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,206.32
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,203.12
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,200.22
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,196.79
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,192.59
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,188.42
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,184.8
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,181.17
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,177.83
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,175.91
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,173.48
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,169.1
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,164.25
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,159.5
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,155.23
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,151.97
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,148.48
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,144.64
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,141.49
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,138.16
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,134.46
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,131.14
0.0,27.6,82.72,17.28,0.2479,-0.4261,100.0,6.5,127.21
0.0,27.6,92.84,7.16,0.2479,-0.4261,100.0,6.5,122.91
0.0,27.6,13.51,86.28,0.2479,-0.4261,100.0,6.5,120.62
0.0,27.6,80.46,17.44,0.2479,-0.4261,100.0,6.5,119.37
0.0,27.6,4.67,95.33,0.2479,-0.4261,100.0,6.5,117.22
0.0,27.6,82.05,17.55,0.2479,-0.4261,100.0,6.5,114.43
0.0,27.6,86.48,13.52,0.2479,-0.4261,100.0,6.5,110.83
0.0,27.6,32.11,67.89,0.2479,-0.4261,100.0,6.5,106.45
0.0,27.6,83.59,16.41,0.2479,-0.4261,100.0,6.5,101.93
0.0,27.6,29.27,70.73,0.2479,-0.4261,100.0,6.5,98.29
0.0,27.6,2.53,97.27,0.2479,-0.4261,100.0,6.5,95.9
0.0,27.6,40.76,48.48,0.2479,-0.4261,100.0,6.5,92.68
0.0,27.6,22.3,77.39,0.2479,-0.4261,100.0,6.5,89.28
0.0,27.6,0.0,99.25,0.2479,-0.4261,100.0,6.5,86.91
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,84.87
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,83.21
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,81.47
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,79.39
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,77.37
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,75.64
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,74.21
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,73.02
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,72.05
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,71.19
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,70.88
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,254.88
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,250.9
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,246.69
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,241.86
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,237.0
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,232.17
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,227.38
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,222.77
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,218.62
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,214.68
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,210.44
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,206.35
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,203.13
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,200.23
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,196.82
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,192.62
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,188.46
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,184.84
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,181.21
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,177.88
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,175.96
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,173.51
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,169.13
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,164.29
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,159.53
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,155.27
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,152.01
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,148.52
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,144.69
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,141.53
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,138.2
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,134.51
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,131.19
0.0,27.6,91.36,8.64,0.2479,-0.4261,100.0,6.5,127.26
0.0,27.6,98.29,1.71,0.2479,-0.4261,100.0,6.5,122.96
0.0,27.6,12.54,87.46,0.2479,-0.4261,100.0,6.5,120.68
0.0,27.6,68.77,29.76,0.2479,-0.4261,100.0,6.5,119.42
0.0,27.6,8.55,91.45,0.2479,-0.4261,100.0,6.5,117.27
0.0,27.6,38.45,61.24,0.2479,-0.4261,100.0,6.5,114.48
0.0,27.6,76.91,23.09,0.2479,-0.4261,100.0,6.5,110.88
0.0,27.6,55.13,44.87,0.2479,-0.4261,100.0,6.5,106.5
0.0,27.6,67.94,32.06,0.2479,-0.4261,100.0,6.5,101.98
0.0,27.6,31.57,68.43,0.2479,-0.4261,100.0,6.5,98.34
0.0,27.6,1.52,98.28,0.2479,-0.4261,100.0,6.5,95.94
0.0,27.6,47.8,40.67,0.2479,-0.4261,100.0,6.5,92.73
0.0,27.6,25.1,74.59,0.2479,-0.4261,100.0,6.5,89.33
0.0,27.6,2.62,96.76,0.2479,-0.4261,100.0,6.5,86.96
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,84.92
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,83.26
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,81.53
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,79.45
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,77.43
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,75.7
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,74.27
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,73.07
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,72.09
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,71.25
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,70.94
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,71.23
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,69.31
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,65.08
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,60.89
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,56.79
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,52.54
0.0,27.6,,,0.2479,-0.4261,100.0,16.25,48.11
0.0,27.6,,,0.2479,-0.4261,100.0,16.25,43.72
0.0,27.6,,,0.2479,-0.4261,100.0,16.25,39.87
0.0,27.6,,,0.2479,-0.4261,100.0,16.25,37.21
0.0,27.6,,,0.2479,-0.4261,100.0,16.25,35.67
0.0,27.6,0.0,95.0,0.2479,-0.4261,100.0,16.25,34.93
0.0,27.6,72.72,27.28,0.2479,-0.4261,100.0,16.25,34.72
0.0,27.6,18.68,81.32,0.2479,-0.4261,100.0,16.25,34.4
0.0,27.6,60.6,39.4,0.2479,-0.4261,100.0,16.25,34.22
0.0,27.6,17.96,79.97,0.2479,-0.4261,100.0,16.25,35.75
0.0,27.6,44.6,55.4,0.2479,-0.4261,100.0,16.25,38.8
0.0,27.6,29.63,70.37,0.2479,-0.4261,100.0,16.25,42.26
0.0,27.6,25.61,73.84,0.2479,-0.4261,100.0,16.25,45.34
0.0,27.6,95.45,4.55,0.2479,-0.4261,100.0,16.25,48.51
0.0,27.6,82.31,17.38,0.2479,-0.4261,100.0,6.5,52.83
0.0,27.6,66.85,33.15,0.2479,-0.4261,100.0,6.5,57.66
0.0,27.6,55.45,43.82,0.2479,-0.4261,100.0,6.5,62.45
0.0,27.6,78.25,21.75,0.2479,-0.4261,100.0,6.5,66.42
0.0,27.6,94.11,5.89,0.2479,-0.4261,100.0,6.5,68.98
0.0,27.6,91.79,7.61,0.2479,-0.4261,100.0,6.5,69.8
0.0,27.6,36.39,62.9,0.2479,-0.4261,100.0,6.5,68.35
0.0,27.6,28.77,38.25,0.2479,-0.4261,100.0,6.5,66.85
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,69.56
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,67.11
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,63.55
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,59.4
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,55.31
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,50.93
0.0,27.6,,,0.2479,-0.4261,100.0,16.25,46.52
0.0,27.6,,,0.2479,-0.4261,100.0,16.25,41.98
0.0,27.6,,,0.2479,-0.4261,100.0,16.25,37.71
0.0,27.6,26.33,73.67,0.2479,-0.4261,100.0,16.25,33.17
0.0,27.6,39.43,60.47,0.2479,-0.4261,100.0,16.25,28.64
0.0,27.6,35.32,64.68,0.2479,-0.4261,100.0,16.25,23.94
0.0,27.6,74.03,19.42,0.2479,-0.4261,100.0,34.5,19.08
0.0,27.6,96.41,3.05,0.2479,-0.4261,100.0,34.5,14.4
0.0,27.6,69.49,28.96,0.2479,-0.4261,100.0,47.5,9.78
0.0,27.6,47.93,10.37,0.2479,-0.4261,100.0,47.5,6.47
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,61.02
0.0,27.6,,,0.2479,-0.4261,100.0,6.5,60.03
0.0,27.6,88.34,10.76,0.2479,-0.4261,100.0,47.5,6.9
0.0,27.6,100.0,0.0,0.2479,-0.4261,100.0,47.5,7.63
0.0,27.6,31.93,59.66,0.2479,-0.4261,100.0,16.25,44.16
0.0,27.6,3.97,94.22,0.2479,-0.4261,100.0,16.25,43.25
0.0,27.6,60.48,37.14,0.2479,-0.4261,100.0,16.25,42.1
0.0,27.6,32.26,57.26,0.2479,-0.4261,100.0,16.25,41.33
0.0,27.6,14.23,83.79,0.2479,-0.4261,100.0,16.25,40.45
0.0,27.6,3.0,96.01,0.2479,-0.4261,100.0,16.25,38.82
0.0,27.6,14.04,85.96,0.2479,-0.4261,100.0,16.25,39.77
0.0,27.6,0.0,100.0,0.2479,-0.4261,100.0,16.25,37.8
0.0,27.6,0.57,98.86,0.2479,-0.4261,100.0,16.25,37.27
0.0,27.6,16.86,78.96,0.2479,-0.4261,100.0,34.5,12.4
0.0,27.6,0.0,100.0,0.2479,-0.4261,100.0,16.25,36.99
0.0,27.6,2.67,95.89,0.2479,-0.4261,100.0,16.25,36.21
0.0,27.6,92.19,7.81,0.2479,-0.4261,100.0,34.5,13.9
0.0,27.6,84.27,15.73,0.2479,-0.4261,100.0,34.5,14.08
0.0,27.6,17.24,82.76,0.2479,-0.4261,100.0,34.5,14.23
0.0,27.6,7.4,84.01,0.2479,-0.4261,100.0,34.5,14.74
0.0,27.6,0.0,100.0,0.2479,-0.4261,100.0,34.5,14.32
0.0,27.6,0.0,100.0,0.2479,-0.4261,100.0,34.5,14.47
0.0,27.6,4.0,96.0,0.2479,-0.4261,100.0,16.25,35.46
0.0,27.6,52.0,48.0,0.2479,-0.4261,100.0,16.25,35.29
0.0,27.6,14.55,80.0,0.2479,-0.4261,100.0,34.5,14.71
0.0,27.6,3.3,93.41,0.2479,-0.4261,100.0,16.25,35.03
0.0,27.6,35.0,65.0,0.2479,-0.4261,100.0,16.25,34.88
0.0,27.6,15.23,51.06,0.2479,-0.4261,100.0,16.25,34.87
0.0,27.6,31.29,68.71,0.2479,-0.4261,100.0,16.25,33.61
0.0,27.6,8.02,91.98,0.2479,-0.4261,100.0,16.25,34.69
0.0,27.6,27.78,72.22,0.2479,-0.4261,100.0,16.25,39.29
0.0,27.6,0.0,100.0,0.2479,-0.4261,100.0,16.25,39.6
0.0,27.6,0.0,100.0,0.2479,-0.4261,100.0,16.25,39.3
0.0,27.6,0.0,98.38,0.2479,-0.4261,100.0,16.25,38.4
0.0,27.6,0.0,100.0,0.2479,-0.4261,100.0,16.25,39.92
0.0,27.6,10.43,89.57,0.2479,-0.4261,100.0,16.25,36.17
0.0,27.6,57.58,42.42,0.2479,-0.4261,100.0,16.25,40.13
0.0,27.6,1.05,97.89,0.2479,-0.4261,100.0,16.25,37.27
0.0,27.6,2.41,0.0,0.2479,-0.4261,100.0,16.25,40.63
0.0,27.6,45.88,49.41,0.2479,-0.4261,100.0,16.25,41.08
0.0,27.6,68.67,27.71,0.2479,-0.4261,100.0,16.25,41.09
0.0,27.6,51.16,45.35,0.2479,-0.4261,100.0,16.25,41.06
0.0,27.6,9.33,89.64,0.2479,-0.4261,100.0,16.25,37.42
0.0,27.6,0.0,33.33,0.2479,-0.4261,100.0,16.25,41.1
0.0,27.6,0.0,97.86,0.2479,-0.4261,100.0,16.25,40.73
0.0,27.6,8.22,91.12,0.2479,-0.4261,100.0,16.25,38.9
0.0,27.6,7.35,91.47,0.2479,-0.4261,100.0,16.25,43.0
0.0,27.6,3.87,83.63,0.2479,-0.4261,100.0,16.25,42.34
0.0,27.6,16.55,78.83,0.2479,-0.4261,100.0,16.25,42.24
0.0,27.6,18.92,75.43,0.2479,-0.4261,100.0,16.25,42.24
0.0,27.6,17.24,51.72,0.2479,-0.4261,100.0,16.25,41.54
0.0,27.6,50.91,38.18,0.2479,-0.4261,100.0,16.25,41.28
0.0,27.6,90.91,0.0,0.2479,-0.4261,100.0,16.25,41.42
0.0,27.6,91.67,0.0,0.2479,-0.4261,100.0,16.25,41.39
0.0,27.6,80.49,0.0,0.2479,-0.4261,100.0,16.25,41.3
0.0,27.6,90.91,0.0,0.2479,-0.4261,100.0,16.25,41.41
0.0,27.6,100.0,0.0,0.2479,-0.4261,100.0,16.25,41.39
0.0,27.6,87.8,0.0,0.2479,-0.4261,100.0,16.25,41.3
0.0,27.6,1.69,0.0,0.2479,-0.4261,100.0,16.25,41.28
0.0,27.6,1.69,0.0,0.2479,-0.4261,100.0,16.25,41.28
0.0,27.6,8.86,0.32,0.2479,-0.4261,100.0,16.25,41.2
0.0,27.6,6.06,33.33,0.2479,-0.4261,100.0,16.25,41.17
0.0,27.6,0.0,0.0,0.2479,-0.4261,100.0,16.25,41.18
0.0,27.6,0.0,0.0,0.2479,-0.4261,100.0,16.25,41.17
0.0,27.6,25.32,10.76,0.2479,-0.4261,100.0,16.25,41.16
0.0,27.6,0.0,55.56,0.2479,-0.4261,100.0,16.25,41.15
0.0,27.6,0.0,57.89,0.2479,-0.4261,100.0,16.25,41.14
0.0,27.6,9.68,32.26,0.2479,-0.4261,100.0,16.25,41.12
0.0,27.6,25.0,0.0,0.2479,-0.4261,100.0,16.25,41.12
0.0,27.6,31.25,0.0,0.2479,-0.4261,100.0,16.25,41.11
0.0,27.6,23.33,46.67,0.2479,-0.4261,100.0,16.25,41.12
0.0,27.6,0.0,41.67,0.2479,-0.4261,100.0,16.25,41.12
0.0,27.6,0.0,36.36,0.2479,-0.4261,100.0,16.25,41.11
0.0,27.6,66.67,27.78,0.2479,-0.4261,100.0,16.25,32.92
0.0,27.6,29.17,0.0,0.2479,-0.4261,100.0,16.25,32.2
0.0,27.6,33.33,29.17,0.2479,-0.4261,100.0,16.25,32.31
0.0,27.6,73.53,20.59,0.2479,-0.4261,100.0,16.25,32.49
0.0,27.6,40.16,48.03,0.2479,-0.4261,100.0,16.25,32.78
0.0,27.6,38.64,61.36,0.2479,-0.4261,100.0,16.25,33.87
0.0,27.6,36.59,60.98,0.2479,-0.4261,100.0,16.25,34.73
0.0,27.6,0.0,87.66,0.2479,-0.4261,100.0,16.25,34.97
0.0,27.6,1.95,52.6,0.2479,-0.4261,100.0,16.25,36.22
0.0,27.6,12.9,85.48,0.2479,-0.4261,100.0,16.25,38.09
0.0,27.6,20.0,73.33,0.2479,-0.4261,100.0,16.25,37.79
0.0,27.6,66.67,0.0,0.2479,-0.4261,100.0,16.25,38.39
0.0,27.6,20.0,0.0,0.2479,-0.4261,100.0,16.25,38.4
0.0,27.6,20.86,73.38,0.2479,-0.4261,100.0,16.25,39.0
0.0,27.6,62.5,0.0,0.2479,-0.4261,100.0,16.25,38.38
0.0,27.6,37.93,44.83,0.2479,-0.4261,100.0,16.25,39.59
0.0,27.6,23.53,50.0,0.2479,-0.4261,100.0,16.25,37.46
0.0,27.6,46.15,33.33,0.2479,-0.4261,100.0,16.25,39.56
0.0,27.6,44.27,54.17,0.2479,-0.4261,100.0,16.25,40.43
0.0,27.6,60.0,40.0,0.2479,-0.4261,100.0,16.25,39.54
0.0,27.6,0.0,100.0,0.2479,-0.4261,100.0,16.25,41.66
0.0,27.6,28.98,71.02,0.2479,-0.4261,100.0,16.25,20.92
0.0,27.6,29.77,70.23,0.2479,-0.4261,100.0,16.25,24.89
0.0,27.6,100.0,0.0,0.2479,-0.4261,100.0,34.5,19.77
0.0,27.6,44.83,55.17,0.2479,-0.4261,100.0,34.5,19.75
0.0,27.6,69.44,30.56,0.2479,-0.4261,100.0,34.5,19.69
0.0,27.6,98.18,1.82,0.2479,-0.4261,100.0,34.5,19.59
0.0,27.6,100.0,0.0,0.2479,-0.4261,100.0,34.5,19.35
0.0,27.6,26.77,33.0,0.2479,-0.4261,100.0,16.25,30.98
0.0,27.6,33.33,0.0,0.2479,-0.4261,100.0,16.25,29.05
0.0,27.6,92.31,7.69,0.2479,-0.4261,100.0,34.5,19.16
0.0,27.6,100.0,0.0,0.2479,-0.4261,100.0,34.5,19.12
0.0,27.6,12.12,10.3,0.2479,-0.4261,100.0,16.25,38.94
0.0,27.6,19.08,78.17,0.2479,-0.4261,100.0,16.25,28.87
0.0,27.6,23.85,76.15,0.2479,-0.4261,100.0,16.25,32.24
0.0,27.6,0.0,0.0,0.2479,-0.4261,100.0,16.25,39.07
0.0,27.6,39.39,33.33,0.2479,-0.4261,100.0,16.25,39.25
