aoi_id,layer,data_status,data_source,as_of_date,instructions,terrain_slope_mean_deg
SURREY-TX-BUF-200M,terrain_slope,stub_missing_raster,open_free_v1,2026-05-29,"Download failed: HTTPSConnectionPool(host='portal.opentopography.org', port=443): Max retries exceeded with url: /API/globaldem?demtype=COP30&south=49.0&north=49.35&west=-123.1&east=-122.6&outputFormat=GTiff (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Missing Authority Key Identifier (_ssl.c:1081)'))). Download BC CDED 25 m from https://open.canada.ca/data/en/dataset/7b4fef7e-7cae-4379-97b8-62b03e9ac83d to C:\workspace\bc_hydro_vegetation_risk_demo\data\raw\surrey\dem and pass --dem-raster.",
