aoi_id,worldcover_tree_pct,worldcover_shrub_grass_pct,worldcover_built_pct,worldcover_bare_pct,nalcms_forest_pct,sentinel2_ndvi_mean,sentinel2_ndmi_mean,sentinel2_ndvi_change,cloud_filtered_pct,scenes_used,tiles_used,vegetation_change_score,modis_lst_day_mean_c,era5_soil_moisture_anomaly,vri_mean_crown_closure,vri_mean_height_m,lidar_canopy_height_mean_m,terrain_slope_mean_deg,vegetation_exposure_score,canopy_exposure_score,vegetation_dryness_score,heat_drought_stress_score,environmental_stress_notes,terrain_access_score,data_source,data_status,as_of_date
SURREY-TX-BUF-200M,32.93,30.66,31.46,0.81,,0.2447,0.0392,0.1156,10.75,27,"T10UDV,T10UEV",38.53,,,,,,,41.16,41.16,45.1,21.37,"ECCC atmospheric weather stress proxy from air temperature, wind gust, and precipitation. Not land surface temperature (LST) or soil water content (SWC). Live MSC GeoMet pilot fetch: Lower Mainland pilot (49.19°N, -122.85°W) — preferred last 12h — swob station: WHITE ROCK — hourly station: PITT MEADOWS",50.0,open_free_v1,open_free_processed,2026-06-04
