aoi_id,aoi_name,region,station_name,station_lat,station_lon,period_start,period_end,history_start_date,daily_row_count,eccc_temperature_mean_c,eccc_temperature_max_c,eccc_temperature_min_c,eccc_precip_total_mm,eccc_wind_speed_mean_kmh,eccc_wind_gust_max_kmh,wind_gust_stress_score,precipitation_stress_score,temperature_stress_score,short_term_dryness_proxy_score,eccc_weather_stress_score,data_source,data_status,as_of_date,notes
okanagan_corridor,Kelowna / Okanagan,Kelowna / Okanagan,KELOWNA,49.956,-119.378,2026-01-01,2026-06-23,2026-01-01,174,8.13,33.6,-14.7,75.9,24.4,58.0,58.0,100.0,7.47,10.0,51.19,ECCC/MSC GeoMet climate-hourly (daily history),open_free_processed,2026-06-23,"Nearest Kelowna-area MSC station: KELOWNA. Daily history from 2026-01-01 through 2026-06-23 (174 days with observations). ECCC atmospheric weather stress proxy (not LST/SWC). AOI bbox WGS84: (-120.2, 49.5, -118.8, 50.5)."
